id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
28829223,UD. Wulan Tejakencana,Jasa,74,70,3125147,11746610,Bukalapak,283,Terdaftar,2007,8621463,432000000,283
28829224,UD. Reza Satriya,Pendidikan,56,53,7524212,24330357,Bukalapak,512,Terdaftar,,16806145,327000000,512
28829225,UD. Guntur Kulon,Kesehatan,64,21,6002423,43228431,Shopee,895,Terdaftar,2011,37226008,255000000,895
28829226,UD. Lukman Satria,Pendidikan,46,62,6319489,2134589,Website Sendiri,804,Terdaftar,2004,-4184900,324000000,804
28829227,UD. Pipit Atma,Kesehatan,79,93,9183419,29918625,Bukalapak,795,Belum Terdaftar,2016,20735206,516000000,795
28829228,UD. Pasha Indah,Pendidikan,33,78,7995027,25709611,Tokopedia,391,Belum Terdaftar,2001,17714584,333000000,391
28829229,UD. Elok Mandala,Jasa,44,36,3808516,4456648,Shopee,333,Belum Terdaftar,2011,648132,240000000,333
28829230,UD. Alif Adyatma,Jasa,31,55,9258423,15439472,Shopee,422,Belum Terdaftar,2004,6181049,258000000,422
28829231,UD. Wito Satria Diyan,Jasa,43,40,7598268,33330566,Bukalapak,680,Belum Terdaftar,2007,25732298,249000000,680
28829232,UD. Kirana Kencana,Jasa,96,59,1931398,15601037,Bukalapak,140,Belum Terdaftar,2024,13669639,465000000,140
28829233,UD. Priska Dharma,Pendidikan,10,19,1163511,20411293,Tokopedia,90,Belum Terdaftar,2011,19247782,87000000,90
28829234,UD. Jodi Mulyo,Pendidikan,35,94,8410416,13639063,Website Sendiri,204,Belum Terdaftar,2022,5228647,387000000,204
28829235,UD. Qanitah Brawijaya,Perdagangan,12,68,5883237,4694002,Shopee,848,Terdaftar,2001,-1189235,240000000,848
28829236,UD. Viera Suryaputra,Pendidikan,56,44,4616991,20732359,Bukalapak,936,Terdaftar,2018,16115368,300000000,936
28829237,UD. Kiki Wirawati,Perdagangan,83,57,2727007,25685878,Lazada,518,Terdaftar,2024,22958871,420000000,518
28829238,UD. Agus Tirta,Jasa,24,75,2669705,4226304,Lazada,228,Terdaftar,2023,1556599,297000000,228
28829239,UD. Kinan Jayaningrat,Perdagangan,69,36,3592324,17789985,Bukalapak,647,Terdaftar,2010,14197661,315000000,647
28829240,UD. Widya Sundawa,Kesehatan,36,93,1404595,16293534,Lazada,495,Terdaftar,2021,14888939,387000000,495
28829241,UD. Qila Wening,Perdagangan,89,38,4771233,23664142,Tokopedia,908,Terdaftar,2002,18892909,381000000,908
28829242,UD. Qasya Trisakti,Jasa,3,2,3920209,42337358,Website Sendiri,470,Belum Terdaftar,2000,38417149,15000000,470
28829243,UD. Dewi Tirta Ayesha,Perdagangan,25,76,5918841,15914593,Lazada,795,Terdaftar,2009,9995752,303000000,
28829244,UD. Jordi Sentosa,Jasa,81,74,9073072,41661572,Tokopedia,135,Terdaftar,2005,32588500,465000000,135
28829245,UD. Celsi Kencana,Pendidikan,12,73,9204905,43899189,Lazada,95,Terdaftar,2009,34694284,255000000,95
28829246,UD. Yusuf Paningrat,Perdagangan,71,93,2463458,3120917,Tokopedia,182,Belum Terdaftar,2021,657459,492000000,182
28829247,UD. Hesti Wetan,Jasa,50,72,2138569,48444982,Tokopedia,661,Belum Terdaftar,2014,46306413,366000000,661
28829248,UD. Nindy Ceria Lukita,Pendidikan,46,93,8549901,36314699,Bukalapak,48,Belum Terdaftar,2006,27764798,417000000,48
28829249,UD. Taufan Galang,Jasa,32,92,6327022,30953708,Shopee,955,Terdaftar,2008,24626686,372000000,955
28829250,UD. Hasna Abdi,Jasa,79,37,4630191,33658078,Tokopedia,711,Terdaftar,2000,29027887,348000000,
28829251,UD. Nazar Gemilang,Jasa,41,45,6362565,26710389,Lazada,704,Belum Terdaftar,2023,20347824,258000000,704
28829252,UD. Alya Karya,Kesehatan,30,48,6185667,21477660,Bukalapak,796,Terdaftar,2021,15291993,234000000,796
28829253,UD. Dora Jatiwangi,Kesehatan,39,33,6365868,32862933,Shopee,439,Belum Terdaftar,2012,26497065,216000000,439
28829254,UD. Gerry Adiwarna,Pendidikan,86,25,2463674,7563055,Website Sendiri,103,Terdaftar,2017,5099381,333000000,103
28829255,UD. Riko Utama,Perdagangan,15,1,8125991,37543559,Tokopedia,639,Terdaftar,2006,29417568,48000000,639
28829256,UD. Viani Purnama,Kesehatan,55,55,4068330,9253631,Tokopedia,574,Terdaftar,2008,5185301,330000000,574
28829257,UD. Umar Sukma,Jasa,73,99,2251172,38921595,Shopee,373,Terdaftar,2016,36670423,516000000,373
28829258,UD. Lina Berkarya Ida,Kesehatan,35,6,9271204,10568539,Bukalapak,901,Terdaftar,2023,1297335,123000000,901
28829259,UD. Vita Sundawa,Perdagangan,94,35,2005105,19403220,Website Sendiri,986,Belum Terdaftar,2005,17398115,387000000,986
28829260,UD. Vincent Wijaya,Jasa,95,39,3637839,29581322,Shopee,229,Belum Terdaftar,2010,25943483,402000000,229
28829261,UD. Zulfa Widhi,Kesehatan,84,77,9689110,45510538,unknown,754,Terdaftar,2017,35821428,483000000,754
28829262,UD. Najwa Sakti,Perdagangan,79,90,7499801,10115094,Shopee,77,Terdaftar,2010,2615293,507000000,77
28829263,UD. Ciko Lingga,Kesehatan,55,25,9822226,48485161,Bukalapak,270,Terdaftar,2001,38662935,240000000,270
28829264,UD. Iman Senopati,Pendidikan,92,83,9421367,2220940,Lazada,684,Terdaftar,2016,-7200427,525000000,684
28829265,UD. Teguh Mayang,Pendidikan,47,98,5452264,33657450,Shopee,656,Belum Terdaftar,2015,28205186,435000000,656
28829266,UD. Utha Sukadarma,Jasa,79,74,8303370,24307674,Lazada,409,Terdaftar,2016,16004304,459000000,409
28829267,UD. Irma Dewangga,Kesehatan,57,89,8153069,13485398,Shopee,99,Belum Terdaftar,2001,5332329,438000000,99
28829268,UD. Taufik Senopati Lintang,Jasa,14,98,602697,30648992,Tokopedia,157,Terdaftar,2013,30046295,336000000,157
28829269,UD. Vino Adiwarna Widi,Pendidikan,71,68,4244191,27358132,Bukalapak,141,Belum Terdaftar,2005,23113941,417000000,141
28829270,UD. Intan Anugerah,Perdagangan,14,15,948708,19412121,Tokopedia,105,Belum Terdaftar,2005,18463413,87000000,105
28829271,UD. Zulfa Ananta,Kesehatan,20,74,1206425,5442346,Website Sendiri,722,Terdaftar,2018,4235921,282000000,722
28829272,UD. Ghani Puri,Kesehatan,63,96,unknown,46607008,Lazada,908,Belum Terdaftar,2019,37952806,477000000,908
28829273,UD. Zulkarnaen Langit,Jasa,84,8,6996076,44347727,Website Sendiri,710,Terdaftar,2008,37351651,276000000,710
28829274,UD. Barokah Asmaralaya,Kesehatan,6,21,6964338,4271594,Lazada,638,Terdaftar,2001,-2692744,81000000,638
28829275,UD. Kirana Paseban,Jasa,51,4,3190840,42158907,Lazada,380,Belum Terdaftar,2004,38968067,165000000,380
28829276,UD. Nara Ananta,Perdagangan,18,83,8847846,26672047,unknown,118,Terdaftar,2000,17824201,303000000,118
28829277,UD. Agus Wiraatmaja,Makanan & Minuman,85,42,1899607,24187496,Website Sendiri,827,Terdaftar,2015,22287889,381000000,827
28829278,UD. Rafif Asa,Jasa,45,97,6976058,47220587,Tokopedia,575,Belum Terdaftar,2024,40244529,426000000,575
28829279,UD. Opik Karang,Perdagangan,37,29,3586311,15923699,Tokopedia,449,Belum Terdaftar,2003,12337388,198000000,449
28829280,UD. Ismail Surapati,Pendidikan,12,73,8362002,9934160,Lazada,382,Terdaftar,2014,1572158,255000000,382
28829281,UD. Yayan Pramana,Perdagangan,89,31,5244342,16235379,Lazada,651,Terdaftar,2001,,360000000,651
28829282,UD. Fadli Mahendra,Pendidikan,43,87,2869528,44937792,Lazada,229,Terdaftar,2010,42068264,390000000,229
28829283,UD. Qamar Manik,Pendidikan,21,16,797507,34319004,Website Sendiri,206,Belum Terdaftar,2014,33521497,111000000,206
28829284,UD. Gerry Baru,Jasa,70,66,2891292,34620248,Website Sendiri,535,Belum Terdaftar,2012,31728956,408000000,535
28829285,UD. Taufik Malam Qyla,Pendidikan,34,25,2343913,37130309,Shopee,54,Terdaftar,2024,34786396,177000000,54
28829286,UD. Ulya Terang,Kesehatan,2,11,2644671,26956839,Tokopedia,723,Belum Terdaftar,2022,24312168,39000000,723
28829287,UD. Thariq Wacana,Perdagangan,98,36,1886734,11943285,Lazada,821,Belum Terdaftar,2015,10056551,402000000,821
28829288,UD. Sari Hastinapura Icha,Jasa,15,41,8911519,13469522,Website Sendiri,937,Belum Terdaftar,2022,4558003,168000000,937
28829289,UD. Satria Tirta,Jasa,44,56,9343670,48366071,Shopee,495,Terdaftar,2006,39022401,300000000,495
28829290,UD. Fikra Sidarta Mirna,Pendidikan,15,11,8658375,10541556,Lazada,696,Belum Terdaftar,2013,1883181,78000000,696
28829291,UD. Gracia Kelana,Kesehatan,65,45,7489231,27170270,Tokopedia,869,,2009,19681039,330000000,869
28829292,UD. Nando Siang,Jasa,80,96,5226679,23782438,Website Sendiri,266,Terdaftar,2002,18555759,528000000,266
28829293,UD. Priska Sarwono,Perdagangan,37,26,5302260,41582246,Lazada,261,Belum Terdaftar,2010,36279986,189000000,261
28829294,UD. Qisya Praja,Kesehatan,23,77,4298694,3237842,Bukalapak,199,Terdaftar,2006,-1060852,300000000,199
28829295,UD. Citra Maju Raka,Pendidikan,85,6,6651463,34548517,Bukalapak,652,Belum Terdaftar,2021,27897054,273000000,652
28829296,UD. Arman Cendana,Kesehatan,49,37,3635772,45690636,Tokopedia,368,Terdaftar,2009,42054864,258000000,368
28829297,UD. Yoga Cinta Vidi,Jasa,86,47,4057676,17852344,Shopee,290,Terdaftar,2007,13794668,399000000,290
28829298,UD. Binar Asri,Perdagangan,82,41,3267450,45341817,Shopee,551,Terdaftar,2013,42074367,369000000,551
28829299,UD. Echa Prawira,Jasa,56,26,3641116,31843216,Bukalapak,385,Belum Terdaftar,2020,28202100,246000000,385
28829300,UD. Syana Nirmala,Pendidikan,55,unknown,3247891,21167583,Tokopedia,621,Belum Terdaftar,2006,17919692,192000000,621
28829301,UD. Kamil Sulaksana,Kesehatan,85,41,9665649,3527841,Bukalapak,579,Belum Terdaftar,2015,-6137808,378000000,579
28829302,UD. Bagas Panji,Perdagangan,80,57,5866854,13577515,Lazada,679,Belum Terdaftar,2018,7710661,411000000,679
28829303,UD. Nazar Elok,Kesehatan,65,40,7018777,17378971,Website Sendiri,792,Belum Terdaftar,2016,10360194,315000000,792
28829304,UD. Karim Makmur,Perdagangan,77,8,9431681,12485434,Shopee,232,Terdaftar,2013,3053753,255000000,232
28829305,UD. Anisa Bima,Perdagangan,91,97,6890400,32505909,Website Sendiri,692,Belum Terdaftar,2022,25615509,564000000,692
28829306,UD. Cinta Abdi Via,Kesehatan,76,45,7328664,4167588,Tokopedia,482,Belum Terdaftar,2018,-3161076,363000000,482
28829307,UD. Bambang Paningrat,Perdagangan,80,92,7748053,40127255,Tokopedia,646,Terdaftar,2006,32379202,516000000,646
28829308,UD. Pipit Wiratama,Pendidikan,,81,4376966,22344079,Bukalapak,800,Terdaftar,2013,17967113,459000000,800
28829309,UD. Ojan Malam,Jasa,61,53,7738035,14356748,Tokopedia,247,Terdaftar,2021,6618713,342000000,247
28829310,UD. Bulan Saputrautama,Pendidikan,13,92,4541892,47050438,Website Sendiri,227,Belum Terdaftar,2011,42508546,315000000,227
28829311,UD. Kiki Pancasila,Pendidikan,65,93,8537946,17716843,Shopee,73,Belum Terdaftar,2011,9178897,,73
28829312,UD. Uchie Hilir,Jasa,59,58,5717323,25901261,Bukalapak,196,Belum Terdaftar,2024,20183938,351000000,196
28829313,UD. Hanaura Sangkala,Pendidikan,20,12,8730027,12659315,Tokopedia,571,Terdaftar,2000,3929288,96000000,571
28829314,UD. Krisna Maju,Jasa,34,85,3443224,37280168,Lazada,415,Terdaftar,2008,33836944,357000000,415
28829315,UD. Prananda Saputranegara,Jasa,29,15,3167038,12205322,Tokopedia,153,Belum Terdaftar,2013,9038284,132000000,153
28829316,UD. Hilmiyah Satya,Kesehatan,80,44,1676081,15718879,Shopee,257,Terdaftar,2017,14042798,372000000,
28829317,UD. Elva Praja,Pendidikan,38,31,8148858,18384275,Bukalapak,346,Terdaftar,2017,10235417,207000000,346
28829318,UD. Rangga Tri,Kesehatan,24,39,9209086,31330040,Shopee,676,Terdaftar,2017,22120954,189000000,676
28829319,UD. Qayla Bratadikara,Perdagangan,43,89,6782095,42803827,Website Sendiri,154,Belum Terdaftar,2008,36021732,396000000,154
28829320,UD. Gusti Harmoni,Kesehatan,58,94,9239664,13245921,Website Sendiri,602,Belum Terdaftar,2010,4006257,456000000,602
28829321,UD. Valen Arsana,Jasa,98,43,3213246,41122606,Tokopedia,861,Terdaftar,2010,37909360,423000000,861
28829322,UD. Eren Nawasena,Perdagangan,5,82,1955134,26768561,Lazada,139,Belum Terdaftar,2006,24813427,261000000,139
28829323,UD. Khalid Jayabaya,Perdagangan,2,97,4953049,14117116,Lazada,128,Terdaftar,2000,9164067,297000000,128
28829324,UD. Tari Saputranegara,Jasa,35,46,5070086,20366973,Bukalapak,429,Belum Terdaftar,2009,15296887,243000000,429
28829325,UD. Andi Panuluh Pio,Kesehatan,0,69,3111028,6763829,Tokopedia,288,Belum Terdaftar,2000,3652801,207000000,288
28829326,UD. Tegar Permai Salsa,Kesehatan,33,59,1462950,35980822,Shopee,357,Terdaftar,2006,34517872,276000000,357
28829327,UD. Wahyu Nawasena,Kesehatan,64,34,4188671,8058396,Tokopedia,483,Belum Terdaftar,2010,3869725,294000000,483
28829328,UD. Via Ratu,Perdagangan,25,74,3663638,16456102,Lazada,116,Belum Terdaftar,2000,12792464,297000000,116
28829329,UD. Chiko Putri,Kesehatan,17,59,8216619,28166878,Shopee,950,Belum Terdaftar,2010,19950259,228000000,950
28829330,UD. Bambang Manunggal,Perdagangan,,36,5260534,3218396,Shopee,572,Belum Terdaftar,2006,-2042138,213000000,572
28829331,UD. Uci Jayabaya,Jasa,5,,3616586,28791646,Lazada,341,Terdaftar,2001,25175060,78000000,341
28829332,UD. Zaki Terang,Jasa,74,12,1231644,37904738,Bukalapak,346,Terdaftar,2007,36673094,258000000,346
28829333,UD. Ilham Mulya,Perdagangan,43,15,8800592,42247721,Tokopedia,946,Terdaftar,2002,33447129,174000000,946
28829334,UD. Mira Persada,Kesehatan,39,89,2778183,46091128,Lazada,485,Terdaftar,2007,43312945,384000000,485
28829335,UD. Ulil Galang,Perdagangan,29,85,9619647,14729448,Tokopedia,404,Terdaftar,2002,5109801,342000000,404
28829336,UD. Cici Lempung,Pendidikan,77,59,4018142,24912474,Tokopedia,502,Belum Terdaftar,2019,20894332,408000000,502
28829337,UD. Balqis Ranggalawe,Perdagangan,73,41,8593413,43280413,Bukalapak,916,Terdaftar,2013,34687000,342000000,916
28829338,UD. Mega Puri,Jasa,30,12,3864307,13541859,Shopee,984,Terdaftar,2018,9677552,126000000,984
28829339,UD. Zidanar Bagaskara Nando,Kesehatan,57,86,,33597357,Lazada,419,Terdaftar,2007,31366018,429000000,419
28829340,UD. Pandu Wirajaya,Jasa,54,62,1757192,41982935,Shopee,422,Terdaftar,2009,40225743,348000000,422
28829341,UD. Yessi Manggala,Pendidikan,35,31,6576654,6990737,Website Sendiri,419,Terdaftar,2011,414083,198000000,419
28829342,UD. Mario Sanjaya,Kesehatan,78,22,2759869,1356759,Lazada,288,Belum Terdaftar,2013,-1403110,300000000,288
28829343,UD. Yasir Prana,Kesehatan,29,42,8136413,40808991,Tokopedia,980,Terdaftar,2019,32672578,213000000,980
28829344,UD. Guntur Rejo,Pendidikan,47,31,1804746,12927195,Lazada,909,Belum Terdaftar,2008,11122449,234000000,909
28829345,UD. Utami Bima,Kesehatan,77,27,4414261,12948290,Shopee,381,Belum Terdaftar,2014,8534029,312000000,381
28829346,UD. Yasir Brata,Jasa,86,32,1594378,16200612,Website Sendiri,723,Belum Terdaftar,2016,14606234,354000000,723
28829347,UD. Romi Adiwarna,Jasa,16,25,1110576,45158367,Bukalapak,518,Terdaftar,2019,44047791,123000000,518
28829348,UD. Nando Tirtaatmaja,Perdagangan,26,93,8698038,42364533,Lazada,243,Belum Terdaftar,2003,33666495,357000000,243
28829349,UD. Weni Karya,Jasa,62,80,7710008,8759269,Bukalapak,454,Terdaftar,2001,1049261,426000000,454
28829350,UD. Aqila Sentosa,Jasa,76,41,4131941,9322270,Website Sendiri,241,Terdaftar,2006,5190329,351000000,241
28829351,UD. Lea Kelana,Jasa,13,28,2380612,47420708,Shopee,42,Terdaftar,2018,45040096,123000000,42
28829352,UD. Farid Bijaksana Berlian,Perdagangan,25,1,1275522,27351252,Website Sendiri,644,Belum Terdaftar,2021,26075730,78000000,644
28829353,UD. Zulfa Satria,Kesehatan,42,33,8167525,29253933,Lazada,448,Terdaftar,2011,21086408,225000000,448
28829354,UD. Khayla Wiratama,Jasa,74,37,7059440,37742696,Tokopedia,717,Terdaftar,2013,30683256,333000000,717
28829355,UD. Qomar Ratu Nando,Perdagangan,0,11,6575850,34225449,Shopee,749,Terdaftar,2004,27649599,33000000,749
28829356,UD. Halimah Permai,Jasa,23,51,8366539,29767763,Lazada,17,Terdaftar,2024,21401224,222000000,17
28829357,UD. Owen Bahari Poppy,Jasa,19,20,5642800,32570165,Shopee,479,Terdaftar,2009,26927365,117000000,479
28829358,UD. Pasha Kawiswara,Perdagangan,71,90,6123013,12157194,Shopee,798,Belum Terdaftar,2019,6034181,483000000,798
28829359,UD. Yani Sari Koko,Jasa,7,39,3602132,16033274,Lazada,359,Terdaftar,2020,12431142,138000000,359
28829360,UD. Yuli Galang,Jasa,29,66,8900146,28730102,Tokopedia,130,Terdaftar,2011,19829956,285000000,130
28829361,UD. Aqila Adyatma,Jasa,17,48,6026357,6250683,Tokopedia,197,Belum Terdaftar,2006,224326,195000000,197
28829362,UD. Damar Jatiwangi,Perdagangan,76,25,,46564173,Lazada,871,Belum Terdaftar,2023,39504885,303000000,871
28829363,UD. Qiana Bima,Pendidikan,99,51,1907996,27809132,Shopee,665,Belum Terdaftar,2021,25901136,450000000,665
28829364,UD. Tomi Ceria,Jasa,82,61,5829977,12264620,Shopee,695,Belum Terdaftar,2000,6434643,429000000,695
28829365,UD. Livia Pancasila Leni,Perdagangan,12,68,9019577,16258811,Lazada,587,Terdaftar,2022,7239234,240000000,587
28829366,UD. Wawan Sejahtera,Jasa,47,60,9665209,14076981,Lazada,32,Belum Terdaftar,2017,4411772,321000000,32
28829367,UD. Verdi Dwijaputra,Pendidikan,59,83,7908046,10354632,Website Sendiri,811,Belum Terdaftar,2008,2446586,426000000,811
28829368,UD. Utha Elok,Pendidikan,25,45,8214779,7512053,Tokopedia,201,Terdaftar,2011,-702726,210000000,201
28829369,UD. Fikri Trisudira,Pendidikan,8,71,6355282,28804485,Shopee,999,Belum Terdaftar,2003,22449203,237000000,999
28829370,UD. Qisha Sari,Pendidikan,97,91,9915653,33863229,Shopee,841,Belum Terdaftar,2009,23947576,564000000,841
28829371,UD. Prita Langit,Pendidikan,52,28,3362541,1950067,Shopee,421,Terdaftar,2007,-1412474,240000000,421
28829372,UD. Andi Surya,Jasa,94,49,4428636,19820589,Shopee,654,Belum Terdaftar,2003,15391953,429000000,654
28829373,UD. Raka Madusari,Kesehatan,70,1,3238634,45250174,Lazada,428,Belum Terdaftar,2022,42011540,213000000,428
28829374,UD. Isna Sumirat,Jasa,8,63,6208372,22235444,Tokopedia,146,Terdaftar,2024,16027072,213000000,146
28829375,UD. Prita Ananta,Jasa,25,65,9606709,24242261,Website Sendiri,767,Belum Terdaftar,2005,14635552,270000000,767
28829376,UD. Daffa Prima,Kesehatan,32,42,2496228,35141494,Lazada,559,Terdaftar,2011,32645266,222000000,559
28829377,UD. Raka Pramudita,Kesehatan,32,86,8009156,16555184,Shopee,759,Belum Terdaftar,2000,8546028,354000000,759
28829378,UD. Utha Wicaksana,Kesehatan,51,9,5201980,2899010,Tokopedia,92,Terdaftar,2014,-2302970,180000000,92
28829379,UD. Kiki Asih,Jasa,39,52,3933501,8762177,Tokopedia,690,Belum Terdaftar,2007,4828676,273000000,690
28829380,UD. Balqis Saprahan Juli,Pendidikan,3,91,2593887,26540282,Bukalapak,325,Terdaftar,2012,23946395,282000000,325
28829381,UD. Jasmin Wiratama,Kesehatan,27,82,6241390,7224292,Lazada,272,Terdaftar,2017,982902,327000000,272
28829382,UD. Gisel Kinarya,Jasa,53,27,8555086,28854276,Tokopedia,199,Terdaftar,2022,20299190,240000000,199
28829383,UD. Livia Wacana,Perdagangan,67,94,9010171,47767805,Lazada,126,Terdaftar,2021,38757634,unknown,126
28829384,UD. Oki Jayeng,,97,1,4884003,25822224,Tokopedia,547,Terdaftar,2014,20938221,294000000,547
28829385,UD. Nisa Putra,Jasa,48,28,9939131,14771850,Tokopedia,87,Terdaftar,2024,4832719,228000000,87
28829386,UD. Agus Utama,Pendidikan,5,51,4111055,21586597,Website Sendiri,489,Belum Terdaftar,2017,17475542,168000000,489
28829387,UD. Abel Bangun,Perdagangan,32,13,1059992,37772130,Bukalapak,816,Belum Terdaftar,2010,36712138,135000000,816
28829388,UD. Khalid Artha,Perdagangan,4,27,2529809,35090542,Lazada,167,Belum Terdaftar,2017,32560733,93000000,167
28829389,UD. Elyas Wacana,Kesehatan,82,0,3077935,49060305,Shopee,595,Terdaftar,2008,45982370,246000000,595
28829390,UD. Hanafi Naraya,Kesehatan,17,58,5141631,24568018,Website Sendiri,523,Belum Terdaftar,2021,19426387,225000000,523
28829391,UD. Zara Pancasila,Pendidikan,2,43,2281643,47012056,Shopee,815,Belum Terdaftar,2014,44730413,135000000,815
28829392,UD. Chika Nirwasita,Kesehatan,97,79,6411019,48255981,Website Sendiri,846,Terdaftar,2018,41844962,528000000,846
28829393,UD. Thariq Tri,Perdagangan,1,84,5214806,3327672,Tokopedia,975,Terdaftar,2017,-1887134,255000000,975
28829394,UD. Vega Mandiri,Pendidikan,64,77,7552195,29909150,Bukalapak,293,Belum Terdaftar,2016,22356955,423000000,293
28829395,UD. Nara Kalbu Opik,Kesehatan,34,42,519090,37527126,Lazada,792,Belum Terdaftar,2020,37008036,228000000,792
28829396,UD. Silvi Putri,Jasa,50,16,4561329,6144441,Tokopedia,550,Belum Terdaftar,2000,1583112,198000000,550
28829397,UD. Haidar Galang,Pendidikan,67,53,9806841,5849266,Shopee,935,Terdaftar,2022,-3957575,360000000,935
28829398,UD. Ilmi Kusumajati,Perdagangan,34,14,1165546,6308877,Bukalapak,53,Belum Terdaftar,2018,5143331,144000000,53
28829399,UD. Utami Makmur,Jasa,71,47,9585917,22229210,Shopee,513,Belum Terdaftar,2016,12643293,354000000,513
28829400,UD. Celsi Putra,Kesehatan,43,94,9275607,10942690,Lazada,,Belum Terdaftar,2019,1667083,411000000,245
28829401,UD. Tariq Hastinapura,Perdagangan,28,45,1466666,29781132,Shopee,872,Terdaftar,2004,28314466,219000000,872
28829402,UD. Udin Jayawarsa,Jasa,35,48,8698570,12852726,Bukalapak,104,Belum Terdaftar,2005,4154156,249000000,104
28829403,UD. Suci Sumirat,Kesehatan,77,35,2440308,26457955,Lazada,44,Terdaftar,2023,24017647,336000000,44
28829404,UD. Guntur Utamaindah,Jasa,41,13,4305222,14701847,Tokopedia,931,Terdaftar,2009,10396625,162000000,931
28829405,UD. Farhan Sundawa,Kesehatan,93,99,6013806,9285040,Tokopedia,897,Belum Terdaftar,2020,3271234,576000000,897
28829406,UD. Santi Gandewa,Kesehatan,6,90,8713464,,Bukalapak,594,Belum Terdaftar,2000,-5640690,288000000,594
28829407,UD. Hanafi Malam Viera,Kesehatan,12,2,2076087,17881800,Bukalapak,702,Terdaftar,2019,15805713,42000000,702
